sequence_id,order_id,order_type,item_id,item_quantity,order_arrival,assigned_station,assigned_pod,status,order_processed,order_finished
1362,563,1,5,12,6720,,,-3,,
1363,564,1,423,1,6720,,,-3,,
1364,565,1,3,4,6720,,,-3,,
1365,566,1,42,11,6720,,,-3,,
1366,566,1,69,11,6720,,,-3,,
1367,566,1,411,4,6720,,,-3,,
1368,566,1,172,7,6720,,,-3,,
1369,567,1,191,10,6720,,,-3,,
1370,568,1,119,9,6720,,,-3,,
1371,569,1,1,6,6780,,,-3,,
1372,570,1,18,8,6780,,,-3,,
1373,570,1,31,5,6780,,,-3,,
1374,570,1,138,9,6780,,,-3,,
1375,571,1,48,8,6780,,,-3,,
1376,571,1,10,10,6780,,,-3,,
1377,572,1,19,6,6780,,,-3,,
1378,572,1,97,6,6780,,,-3,,
1379,572,1,235,6,6780,,,-3,,
1380,573,1,110,1,6840,,,-3,,
1381,573,1,5,6,6840,,,-3,,
1382,574,1,284,10,6840,,,-3,,
1383,575,1,15,6,6840,,,-3,,
1384,576,1,136,8,6900,,,-3,,
1385,577,1,47,8,6900,,,-3,,
1386,578,1,255,8,6900,,,-3,,
1387,578,1,41,3,6900,,,-3,,
1388,578,1,438,9,6900,,,-3,,
1389,579,1,325,6,6900,,,-3,,
1390,579,1,33,9,6900,,,-3,,
1391,579,1,43,2,6900,,,-3,,
1392,579,1,182,7,6900,,,-3,,
1393,580,1,43,5,6900,,,-3,,
1394,581,1,76,10,6900,,,-3,,
1395,582,1,39,3,6900,,,-3,,
1396,583,1,15,6,6900,,,-3,,
1397,583,1,6,11,6900,,,-3,,
1398,584,1,70,7,6900,,,-3,,
1399,584,1,325,10,6900,,,-3,,
1400,584,1,0,11,6900,,,-3,,
1401,584,1,48,2,6900,,,-3,,
1402,585,1,1,7,6960,,,-3,,
1403,585,1,23,7,6960,,,-3,,
1404,586,1,72,11,6960,,,-3,,
1405,586,1,203,4,6960,,,-3,,
1406,586,1,128,10,6960,,,-3,,
1407,587,1,311,7,6960,,,-3,,
1408,587,1,25,2,6960,,,-3,,
1409,588,1,394,5,6960,,,-3,,
1410,589,1,8,8,6960,,,-3,,
1411,590,1,309,7,6960,,,-3,,
1412,591,1,1,3,6960,,,-3,,
1413,591,1,69,5,6960,,,-3,,
1414,591,1,8,7,6960,,,-3,,
1415,592,1,68,2,7020,,,-3,,
1416,593,1,5,6,7020,,,-3,,
1417,594,1,64,1,7020,,,-3,,
1418,595,1,34,7,7020,,,-3,,
1419,595,1,37,2,7020,,,-3,,
1420,595,1,16,8,7020,,,-3,,
1421,595,1,191,11,7020,,,-3,,
1422,596,1,4,6,7020,,,-3,,
1423,597,1,32,7,7020,,,-3,,
1424,598,1,247,6,7020,,,-3,,
1425,599,1,1,8,7020,,,-3,,
1426,600,1,1,8,7080,,,-3,,
1427,601,1,166,7,7080,,,-3,,
1428,602,1,313,5,7080,,,-3,,
1429,603,1,172,6,7080,,,-3,,
1430,603,1,245,10,7080,,,-3,,
1431,604,1,12,1,7140,,,-3,,
1432,605,1,6,12,7140,,,-3,,
1433,605,1,159,12,7140,,,-3,,
1434,605,1,36,3,7140,,,-3,,
1435,605,1,19,11,7140,,,-3,,
1436,605,1,63,4,7140,,,-3,,
1437,605,1,3,4,7140,,,-3,,
1438,605,1,71,6,7140,,,-3,,
1439,605,1,103,11,7140,,,-3,,
1440,606,1,43,5,7140,,,-3,,
1441,607,1,6,7,7140,,,-3,,
1442,608,1,117,8,7140,,,-3,,
1443,608,1,15,8,7140,,,-3,,
1444,608,1,263,8,7140,,,-3,,
1445,609,1,10,7,7140,,,-3,,
1446,609,1,263,8,7140,,,-3,,
1447,609,1,15,4,7140,,,-3,,
1448,610,1,246,3,7200,,,-3,,
1449,610,1,50,9,7200,,,-3,,
1450,610,1,95,8,7200,,,-3,,
1451,610,1,9,12,7200,,,-3,,
1452,610,1,434,6,7200,,,-3,,
1453,611,1,11,5,7200,,,-3,,
1454,612,1,31,6,7200,,,-3,,
1455,612,1,41,6,7200,,,-3,,
1456,613,1,175,7,7200,,,-3,,
1457,614,1,153,9,7200,,,-3,,
1458,614,1,98,6,7200,,,-3,,
1459,614,1,280,2,7200,,,-3,,
1460,615,1,425,4,7200,,,-3,,
1461,616,1,14,6,7200,,,-3,,
1462,616,1,22,2,7200,,,-3,,
1463,617,1,51,6,7260,,,-3,,
1464,617,1,348,11,7260,,,-3,,
1465,617,1,323,4,7260,,,-3,,
1466,617,1,110,4,7260,,,-3,,
1467,618,1,66,5,7260,,,-3,,
1468,618,1,156,8,7260,,,-3,,
1469,619,1,23,7,7260,,,-3,,
1470,620,1,2,8,7260,,,-3,,
1471,620,1,28,2,7260,,,-3,,
1472,620,1,15,2,7260,,,-3,,
1473,621,1,475,6,7260,,,-3,,
1474,622,1,39,4,7320,,,-3,,
1475,623,1,34,10,7320,,,-3,,
1476,624,1,11,5,7380,,,-3,,
1477,624,1,1,6,7380,,,-3,,
1478,624,1,144,6,7380,,,-3,,
1479,625,1,26,8,7380,,,-3,,
1480,625,1,48,4,7380,,,-3,,
1481,626,1,9,5,7380,,,-3,,
1482,627,1,24,8,7380,,,-3,,
1483,627,1,110,6,7380,,,-3,,
1484,627,1,22,8,7380,,,-3,,
1485,627,1,470,8,7380,,,-3,,
1486,628,1,10,1,7380,,,-3,,
1487,629,1,133,4,7380,,,-3,,
1488,629,1,276,8,7380,,,-3,,
1489,630,1,163,12,7380,,,-3,,
1490,630,1,12,11,7380,,,-3,,
1491,630,1,0,8,7380,,,-3,,
1492,630,1,391,6,7380,,,-3,,
1493,630,1,8,7,7380,,,-3,,
1494,630,1,20,6,7380,,,-3,,
1495,631,1,2,7,7380,,,-3,,
1496,631,1,22,6,7380,,,-3,,
1497,632,1,376,11,7380,,,-3,,
1498,632,1,52,4,7380,,,-3,,
1499,633,1,10,6,7380,,,-3,,
1500,633,1,109,8,7380,,,-3,,
1501,633,1,24,3,7380,,,-3,,
1502,634,1,20,6,7440,,,-3,,
1503,635,1,328,8,7440,,,-3,,
1504,635,1,2,11,7440,,,-3,,
1505,636,1,91,6,7440,,,-3,,
1506,636,1,34,11,7440,,,-3,,
1507,637,1,180,2,7440,,,-3,,
1508,637,1,119,4,7440,,,-3,,
1509,638,1,48,9,7500,,,-3,,
1510,638,1,42,10,7500,,,-3,,
1511,639,1,210,12,7500,,,-3,,
1512,639,1,3,8,7500,,,-3,,
1513,639,1,17,9,7500,,,-3,,
1514,639,1,44,7,7500,,,-3,,
1515,640,1,112,6,7500,,,-3,,
1516,640,1,12,9,7500,,,-3,,
1517,640,1,43,4,7500,,,-3,,
1518,640,1,6,4,7500,,,-3,,
1519,641,1,11,12,7560,,,-3,,
1520,641,1,10,12,7560,,,-3,,
1521,641,1,343,1,7560,,,-3,,
1522,641,1,316,6,7560,,,-3,,
1523,642,1,413,8,7560,,,-3,,
1524,643,1,41,9,7560,,,-3,,
1525,643,1,28,2,7560,,,-3,,
1526,644,1,43,3,7560,,,-3,,
1527,644,1,36,4,7560,,,-3,,
1528,645,1,174,4,7560,,,-3,,
1529,645,1,3,3,7560,,,-3,,
1530,646,1,46,2,7620,,,-3,,
1531,647,1,244,10,7620,,,-3,,
1532,648,1,68,6,7620,,,-3,,
1533,649,1,2,12,7680,,,-3,,
1534,650,1,29,8,7680,,,-3,,
1535,650,1,19,9,7680,,,-3,,
1536,650,1,31,10,7680,,,-3,,
1537,650,1,184,4,7680,,,-3,,
1538,651,1,0,11,7680,,,-3,,
1539,652,1,74,4,7680,,,-3,,
1540,653,1,240,6,7680,,,-3,,
1541,653,1,23,6,7680,,,-3,,
1542,653,1,31,6,7680,,,-3,,
1543,654,1,46,10,7680,,,-3,,
1544,655,1,170,10,7680,,,-3,,
1545,655,1,103,6,7680,,,-3,,
1546,655,1,20,1,7680,,,-3,,
1547,655,1,263,10,7680,,,-3,,
1548,656,1,93,4,7680,,,-3,,
1549,657,1,24,4,7740,,,-3,,
1550,658,1,249,5,7740,,,-3,,
1551,658,1,2,2,7740,,,-3,,
1552,658,1,36,7,7740,,,-3,,
1553,658,1,135,8,7740,,,-3,,
1554,658,1,83,6,7740,,,-3,,
1555,658,1,30,8,7740,,,-3,,
1556,659,1,162,7,7740,,,-3,,
1557,660,1,15,10,7740,,,-3,,
1558,661,1,48,3,7740,,,-3,,
1559,661,1,199,6,7740,,,-3,,
1560,662,1,44,1,7800,,,-3,,
1561,663,1,205,7,7800,,,-3,,
1562,664,1,179,7,7800,,,-3,,
1563,665,1,462,8,7800,,,-3,,
1564,666,1,62,8,7860,,,-3,,
1565,666,1,32,10,7860,,,-3,,
1566,667,1,2,12,7860,,,-3,,
1567,667,1,25,2,7860,,,-3,,
1568,667,1,42,7,7860,,,-3,,
1569,667,1,10,6,7860,,,-3,,
1570,668,1,310,4,7860,,,-3,,
1571,669,1,10,5,7860,,,-3,,
1572,669,1,5,8,7860,,,-3,,
1573,670,1,179,4,7860,,,-3,,
1574,671,1,78,10,7860,,,-3,,
1575,671,1,176,7,7860,,,-3,,
1576,671,1,434,8,7860,,,-3,,
1577,671,1,3,8,7860,,,-3,,
1578,672,1,30,6,7860,,,-3,,
1579,672,1,28,7,7860,,,-3,,
1580,672,1,123,5,7860,,,-3,,
1581,673,1,0,4,7860,,,-3,,
1582,673,1,10,3,7860,,,-3,,
1583,673,1,302,12,7860,,,-3,,
1584,674,1,25,10,7860,,,-3,,
1585,675,1,203,3,7920,,,-3,,
1586,675,1,175,1,7920,,,-3,,
1587,675,1,3,3,7920,,,-3,,
1588,676,1,96,11,7980,,,-3,,
1589,677,1,409,7,7980,,,-3,,
1590,678,1,17,3,7980,,,-3,,
1591,678,1,67,8,7980,,,-3,,
1592,678,1,290,4,7980,,,-3,,
1593,678,1,49,8,7980,,,-3,,
1594,678,1,10,4,7980,,,-3,,
1595,678,1,8,6,7980,,,-3,,
1596,679,1,13,4,7980,,,-3,,
1597,680,1,483,10,7980,,,-3,,
1598,681,1,4,10,7980,,,-3,,
1599,682,1,312,9,7980,,,-3,,
1600,682,1,241,5,7980,,,-3,,
1601,683,1,195,9,8040,,,-3,,
1602,684,1,49,2,8040,,,-3,,
1603,685,1,25,5,8040,,,-3,,
1604,685,1,47,1,8040,,,-3,,
1605,685,1,375,11,8040,,,-3,,
1606,685,1,89,3,8040,,,-3,,
1607,686,1,60,8,8040,,,-3,,
1608,687,1,61,7,8040,,,-3,,
1609,687,1,69,5,8040,,,-3,,
1610,688,1,62,4,8040,,,-3,,
1611,689,1,36,10,8100,,,-3,,
1612,689,1,23,4,8100,,,-3,,
1613,690,1,89,7,8100,,,-3,,
1614,690,1,6,6,8100,,,-3,,
1615,690,1,8,6,8100,,,-3,,
1616,690,1,24,12,8100,,,-3,,
1617,691,1,315,2,8100,,,-3,,
1618,692,1,34,10,8100,,,-3,,
1619,693,1,2,10,8100,,,-3,,
1620,693,1,91,8,8100,,,-3,,
1621,693,1,73,7,8100,,,-3,,
1622,693,1,492,2,8100,,,-3,,
1623,693,1,82,4,8100,,,-3,,
1624,694,1,131,6,8100,,,-3,,
1625,694,1,180,9,8100,,,-3,,
1626,694,1,211,11,8100,,,-3,,
1627,694,1,87,8,8100,,,-3,,
1628,695,1,14,11,8160,,,-3,,
1629,695,1,37,4,8160,,,-3,,
1630,696,1,19,10,8160,,,-3,,
1631,696,1,75,10,8160,,,-3,,
1632,697,1,202,6,8160,,,-3,,
1633,697,1,33,8,8160,,,-3,,
1634,698,1,188,7,8160,,,-3,,
1635,699,1,25,10,8160,,,-3,,
1636,699,1,0,6,8160,,,-3,,
1637,700,1,9,4,8160,,,-3,,
1638,700,1,175,2,8160,,,-3,,
1639,700,1,8,10,8160,,,-3,,
1640,700,1,277,8,8160,,,-3,,
1641,700,1,11,7,8160,,,-3,,
1642,700,1,435,8,8160,,,-3,,
1643,701,1,13,2,8160,,,-3,,
1644,701,1,18,4,8160,,,-3,,
1645,702,1,25,7,8220,,,-3,,
1646,702,1,319,4,8220,,,-3,,
1647,702,1,0,12,8220,,,-3,,
1648,702,1,277,8,8220,,,-3,,
1649,703,1,32,1,8220,,,-3,,
1650,703,1,400,4,8220,,,-3,,
1651,703,1,432,12,8220,,,-3,,
1652,703,1,1,7,8220,,,-3,,
1653,704,1,44,6,8220,,,-3,,
1654,705,1,7,12,8220,,,-3,,
1655,705,1,48,3,8220,,,-3,,
1656,705,1,309,8,8220,,,-3,,
1657,705,1,40,8,8220,,,-3,,
1658,706,1,19,8,8220,,,-3,,
1659,706,1,163,5,8220,,,-3,,
1660,707,1,74,3,8220,,,-3,,
1661,708,1,184,12,8280,,,-3,,
1662,708,1,8,10,8280,,,-3,,
1663,709,1,347,12,8340,,,-3,,
1664,709,1,295,4,8340,,,-3,,
1665,710,1,234,8,8340,,,-3,,
1666,711,1,3,11,8340,,,-3,,
1667,712,1,18,9,8340,,,-3,,
1668,713,1,86,6,8340,,,-3,,
1669,713,1,470,7,8340,,,-3,,
1670,713,1,32,8,8340,,,-3,,
1671,714,1,97,6,8340,,,-3,,
1672,715,1,11,6,8340,,,-3,,
1673,715,1,25,6,8340,,,-3,,
1674,716,1,380,6,8400,,,-3,,
1675,717,1,336,5,8400,,,-3,,
1676,718,1,17,8,8460,,,-3,,
1677,718,1,155,7,8460,,,-3,,
1678,718,1,68,9,8460,,,-3,,
1679,719,1,1,5,8460,,,-3,,
1680,720,1,1,2,8460,,,-3,,
1681,720,1,15,7,8460,,,-3,,
1682,721,1,15,6,8460,,,-3,,
1683,721,1,116,5,8460,,,-3,,
1684,721,1,228,4,8460,,,-3,,
1685,721,1,45,2,8460,,,-3,,
1686,721,1,136,5,8460,,,-3,,
1687,722,1,268,6,8460,,,-3,,
1688,723,1,92,5,8520,,,-3,,
1689,724,1,46,6,8520,,,-3,,
1690,724,1,450,3,8520,,,-3,,
1691,724,1,24,2,8520,,,-3,,
1692,725,1,28,6,8580,,,-3,,
1693,725,1,37,11,8580,,,-3,,
1694,725,1,217,9,8580,,,-3,,
1695,726,1,4,10,8580,,,-3,,
1696,727,1,1,4,8580,,,-3,,
1697,728,1,200,8,8640,,,-3,,
1698,729,1,138,6,8640,,,-3,,
1699,730,1,10,2,8700,,,-3,,
1700,731,1,39,10,8760,,,-3,,
1701,732,1,0,6,8760,,,-3,,
1702,732,1,44,8,8760,,,-3,,
1703,732,1,1,5,8760,,,-3,,
1704,733,1,163,4,8760,,,-3,,
1705,734,1,2,8,8760,,,-3,,
1706,734,1,38,5,8760,,,-3,,
1707,734,1,249,8,8760,,,-3,,
1708,734,1,44,5,8760,,,-3,,
1709,734,1,15,3,8760,,,-3,,
1710,735,1,74,4,8760,,,-3,,
1711,735,1,410,11,8760,,,-3,,
1712,735,1,6,6,8760,,,-3,,
1713,735,1,93,4,8760,,,-3,,
1714,735,1,26,5,8760,,,-3,,
1715,736,1,35,10,8760,,,-3,,
1716,737,1,126,8,8820,,,-3,,
1717,737,1,73,4,8820,,,-3,,
1718,737,1,30,8,8820,,,-3,,
1719,737,1,20,8,8820,,,-3,,
1720,738,1,59,5,8820,,,-3,,
1721,738,1,33,6,8820,,,-3,,
1722,739,1,168,12,8820,,,-3,,
1723,740,1,12,10,8820,,,-3,,
1724,741,1,344,6,8820,,,-3,,
1725,741,1,8,4,8820,,,-3,,
1726,741,1,12,2,8820,,,-3,,
1727,742,1,33,9,8820,,,-3,,
1728,743,1,9,3,8820,,,-3,,
1729,744,1,8,11,8820,,,-3,,
1730,744,1,138,8,8820,,,-3,,
1731,745,1,0,5,8880,,,-3,,
1732,745,1,65,6,8880,,,-3,,
1733,746,1,1,8,8880,,,-3,,
1734,746,1,32,4,8880,,,-3,,
1735,746,1,13,9,8880,,,-3,,
1736,747,1,20,4,8880,,,-3,,
1737,748,1,13,10,8880,,,-3,,
1738,748,1,36,5,8880,,,-3,,
1739,749,1,152,3,8880,,,-3,,
1740,749,1,342,6,8880,,,-3,,
1741,750,1,266,10,8940,,,-3,,
1742,751,1,0,8,8940,,,-3,,
1743,752,1,72,4,8940,,,-3,,
1744,753,1,56,4,8940,,,-3,,
1745,753,1,137,6,8940,,,-3,,
1746,754,1,363,8,8940,,,-3,,
1747,755,1,48,8,9000,,,-3,,
1748,755,1,245,5,9000,,,-3,,
1749,755,1,9,1,9000,,,-3,,
1750,756,1,120,12,9000,,,-3,,
1751,756,1,308,4,9000,,,-3,,
1752,756,1,7,10,9000,,,-3,,
1753,756,1,15,5,9000,,,-3,,
1754,756,1,66,12,9000,,,-3,,
1755,757,1,180,2,9000,,,-3,,
1756,758,1,273,9,9000,,,-3,,
1757,758,1,122,8,9000,,,-3,,
1758,759,1,5,8,9000,,,-3,,
1759,759,1,31,8,9000,,,-3,,
1760,759,1,9,6,9000,,,-3,,
1761,760,1,229,7,9060,,,-3,,
1762,761,1,258,12,9060,,,-3,,
1763,761,1,54,8,9060,,,-3,,
1764,761,1,145,6,9060,,,-3,,
1765,762,1,47,10,9060,,,-3,,
1766,763,1,167,7,9120,,,-3,,
1767,763,1,106,4,9120,,,-3,,
1768,763,1,362,10,9120,,,-3,,
1769,763,1,278,7,9120,,,-3,,
1770,764,1,492,1,9120,,,-3,,
1771,765,1,37,4,9120,,,-3,,
1772,766,1,9,9,9120,,,-3,,
1773,766,1,29,6,9120,,,-3,,
1774,767,1,49,6,9120,,,-3,,
1775,767,1,39,10,9120,,,-3,,
1776,767,1,37,4,9120,,,-3,,
1777,768,1,387,4,9120,,,-3,,
1778,769,1,323,2,9180,,,-3,,
1779,770,1,5,10,9240,,,-3,,
1780,770,1,12,4,9240,,,-3,,
1781,770,1,249,6,9240,,,-3,,
1782,770,1,17,6,9240,,,-3,,
1783,771,1,468,9,9240,,,-3,,
1784,772,1,10,1,9240,,,-3,,
1785,772,1,20,11,9240,,,-3,,
1786,772,1,77,4,9240,,,-3,,
1787,773,1,230,4,9240,,,-3,,
1788,773,1,46,6,9240,,,-3,,
1789,773,1,223,2,9240,,,-3,,
1790,774,1,150,7,9240,,,-3,,
1791,775,1,37,6,9240,,,-3,,
1792,775,1,54,6,9240,,,-3,,
1793,776,1,276,4,9300,,,-3,,
1794,777,1,38,3,9300,,,-3,,
1795,777,1,304,9,9300,,,-3,,
1796,777,1,41,6,9300,,,-3,,
1797,777,1,0,2,9300,,,-3,,
1798,777,1,9,5,9300,,,-3,,
1799,778,1,209,2,9360,,,-3,,
1800,779,1,173,1,9360,,,-3,,
1801,780,1,12,6,9420,,,-3,,
1802,780,1,45,11,9420,,,-3,,
1803,781,1,150,2,9420,,,-3,,
1804,781,1,65,1,9420,,,-3,,
1805,781,1,302,5,9420,,,-3,,
1806,782,1,35,10,9420,,,-3,,
1807,783,1,161,6,9480,,,-3,,
1808,784,1,121,10,9480,,,-3,,
1809,785,1,0,10,9480,,,-3,,
1810,786,1,11,2,9480,,,-3,,
1811,787,1,260,11,9480,,,-3,,
1812,788,1,48,8,9540,,,-3,,
1813,788,1,0,12,9540,,,-3,,
1814,789,1,15,4,9540,,,-3,,
1815,790,1,28,7,9540,,,-3,,
1816,790,1,23,7,9540,,,-3,,
1817,790,1,26,2,9540,,,-3,,
1818,791,1,137,4,9540,,,-3,,
1819,792,1,371,8,9540,,,-3,,
1820,792,1,19,7,9540,,,-3,,
1821,793,1,2,9,9540,,,-3,,
1822,794,1,40,3,9540,,,-3,,
1823,795,1,106,4,9540,,,-3,,
1824,795,1,12,11,9540,,,-3,,
1825,796,1,314,6,9540,,,-3,,
1826,797,1,16,9,9540,,,-3,,
1827,798,1,300,9,9600,,,-3,,
1828,799,1,12,2,9600,,,-3,,
1829,800,1,16,1,9600,,,-3,,
1830,800,1,164,12,9600,,,-3,,
1831,800,1,132,9,9600,,,-3,,
1832,800,1,39,6,9600,,,-3,,
1833,800,1,73,10,9600,,,-3,,
1834,801,1,37,10,9600,,,-3,,
1835,801,1,49,9,9600,,,-3,,
1836,801,1,155,6,9600,,,-3,,
1837,801,1,14,12,9600,,,-3,,
1838,801,1,33,6,9600,,,-3,,
1839,801,1,11,10,9600,,,-3,,
1840,802,1,121,7,9600,,,-3,,
1841,802,1,3,2,9600,,,-3,,
1842,803,1,2,4,9600,,,-3,,
1843,803,1,46,3,9600,,,-3,,
1844,803,1,386,9,9600,,,-3,,
1845,803,1,97,5,9600,,,-3,,
1846,803,1,67,11,9600,,,-3,,
1847,804,1,24,3,9600,,,-3,,
1848,805,1,484,4,9660,,,-3,,
1849,806,1,37,9,9660,,,-3,,
1850,806,1,18,9,9660,,,-3,,
1851,807,1,350,10,9660,,,-3,,
1852,807,1,174,5,9660,,,-3,,
1853,807,1,0,10,9660,,,-3,,
1854,808,1,164,10,9660,,,-3,,
1855,809,1,8,1,9720,,,-3,,
1856,809,1,61,6,9720,,,-3,,
1857,809,1,5,9,9720,,,-3,,
1858,809,1,196,6,9720,,,-3,,
1859,810,1,27,7,9720,,,-3,,
1860,810,1,11,10,9720,,,-3,,
1861,811,1,286,7,9720,,,-3,,
1862,812,1,66,7,9720,,,-3,,
1863,813,1,209,2,9720,,,-3,,
1864,814,1,6,7,9780,,,-3,,
1865,814,1,115,2,9780,,,-3,,
1866,814,1,270,10,9780,,,-3,,
1867,814,1,193,7,9780,,,-3,,
1868,814,1,313,8,9780,,,-3,,
1869,814,1,42,12,9780,,,-3,,
1870,815,1,49,8,9780,,,-3,,
1871,815,1,238,6,9780,,,-3,,
1872,816,1,47,10,9780,,,-3,,
1873,817,1,104,10,9780,,,-3,,
1874,817,1,90,10,9780,,,-3,,
1875,818,1,8,4,9780,,,-3,,
1876,818,1,3,4,9780,,,-3,,
1877,819,1,26,2,9780,,,-3,,
1878,820,1,166,10,9780,,,-3,,
1879,820,1,2,8,9780,,,-3,,
1880,821,1,215,6,9840,,,-3,,
1881,821,1,22,5,9840,,,-3,,
1882,822,1,6,8,9840,,,-3,,
1883,823,1,25,4,9840,,,-3,,
1884,824,1,60,6,9840,,,-3,,
1885,824,1,8,3,9840,,,-3,,
1886,824,1,58,2,9840,,,-3,,
1887,824,1,301,3,9840,,,-3,,
1888,824,1,84,7,9840,,,-3,,
1889,825,1,14,8,9840,,,-3,,
1890,825,1,140,3,9840,,,-3,,
1891,826,1,469,1,9840,,,-3,,
1892,826,1,250,2,9840,,,-3,,
1893,826,1,55,4,9840,,,-3,,
1894,827,1,6,8,9840,,,-3,,
1895,827,1,369,3,9840,,,-3,,
1896,828,1,40,4,9840,,,-3,,
1897,828,1,13,8,9840,,,-3,,
1898,828,1,190,11,9840,,,-3,,
1899,829,1,94,4,9840,,,-3,,
1900,830,1,62,5,9840,,,-3,,
1901,831,1,1,8,9900,,,-3,,
1902,831,1,116,8,9900,,,-3,,
1903,831,1,68,8,9900,,,-3,,
1904,831,1,16,12,9900,,,-3,,
1905,831,1,193,8,9900,,,-3,,
1906,831,1,186,1,9900,,,-3,,
1907,831,1,27,4,9900,,,-3,,
1908,832,1,449,6,9900,,,-3,,
1909,832,1,16,9,9900,,,-3,,
1910,833,1,131,8,9900,,,-3,,
1911,833,1,222,5,9900,,,-3,,
1912,834,1,71,7,9900,,,-3,,
1913,834,1,98,10,9900,,,-3,,
1914,835,1,30,7,9900,,,-3,,
1915,836,1,92,10,9900,,,-3,,
1916,836,1,291,10,9900,,,-3,,
1917,837,1,262,1,9960,,,-3,,
1918,837,1,18,2,9960,,,-3,,
1919,838,1,9,10,9960,,,-3,,
1920,839,1,99,5,9960,,,-3,,
1921,839,1,457,8,9960,,,-3,,
1922,840,1,256,2,9960,,,-3,,
1923,841,1,189,8,9960,,,-3,,
1924,841,1,354,4,9960,,,-3,,
1925,841,1,30,8,9960,,,-3,,
1926,842,1,9,4,9960,,,-3,,
1927,843,1,9,6,10020,,,-3,,
1928,844,1,0,8,10020,,,-3,,
1929,845,1,8,2,10020,,,-3,,
1930,845,1,275,3,10020,,,-3,,
1931,846,1,44,8,10020,,,-3,,
1932,847,1,410,8,10020,,,-3,,
1933,847,1,136,9,10020,,,-3,,
1934,847,1,56,6,10020,,,-3,,
1935,848,1,57,8,10020,,,-3,,
1936,849,1,43,5,10020,,,-3,,
1937,850,1,418,12,10020,,,-3,,
1938,851,1,36,10,10080,,,-3,,
1939,852,1,46,6,10080,,,-3,,
1940,852,1,332,12,10080,,,-3,,
1941,853,1,97,3,10080,,,-3,,
1942,853,1,367,4,10080,,,-3,,
1943,854,1,411,6,10080,,,-3,,
1944,855,1,110,9,10140,,,-3,,
1945,856,1,87,4,10140,,,-3,,
1946,856,1,164,9,10140,,,-3,,
1947,857,1,2,12,10140,,,-3,,
1948,857,1,265,4,10140,,,-3,,
1949,857,1,308,4,10140,,,-3,,
1950,857,1,389,12,10140,,,-3,,
1951,857,1,45,2,10140,,,-3,,
1952,858,1,3,6,10140,,,-3,,
1953,858,1,166,5,10140,,,-3,,
1954,858,1,1,4,10140,,,-3,,
1955,858,1,0,4,10140,,,-3,,
1956,858,1,434,12,10140,,,-3,,
1957,858,1,46,7,10140,,,-3,,
1958,858,1,286,8,10140,,,-3,,
1959,858,1,98,8,10140,,,-3,,
1960,859,1,31,10,10200,,,-3,,
1961,860,1,285,10,10200,,,-3,,
1962,860,1,5,6,10200,,,-3,,
1963,860,1,6,4,10200,,,-3,,
1964,860,1,123,6,10200,,,-3,,
1965,861,1,347,3,10200,,,-3,,
1966,862,1,11,4,10200,,,-3,,
1967,862,1,20,2,10200,,,-3,,
1968,863,1,98,4,10260,,,-3,,
1969,864,1,493,4,10260,,,-3,,
1970,865,1,164,8,10260,,,-3,,
1971,866,1,398,6,10260,,,-3,,
1972,866,1,35,2,10260,,,-3,,
1973,867,1,8,8,10320,,,-3,,
1974,868,1,435,6,10320,,,-3,,
1975,868,1,1,11,10320,,,-3,,
1976,869,1,65,6,10320,,,-3,,
1977,869,1,134,10,10320,,,-3,,
1978,870,1,268,9,10320,,,-3,,
1979,870,1,138,9,10320,,,-3,,
1980,871,1,3,2,10320,,,-3,,
1981,872,1,127,8,10320,,,-3,,
1982,872,1,114,2,10320,,,-3,,
1983,873,1,151,5,10380,,,-3,,
1984,873,1,62,5,10380,,,-3,,
1985,873,1,344,7,10380,,,-3,,
1986,873,1,33,8,10380,,,-3,,
1987,874,1,57,5,10380,,,-3,,
1988,874,1,18,4,10380,,,-3,,
1989,875,1,236,9,10380,,,-3,,
1990,876,1,5,5,10380,,,-3,,
1991,876,1,379,7,10380,,,-3,,
1992,877,1,16,6,10380,,,-3,,
1993,877,1,3,9,10380,,,-3,,
1994,877,1,343,7,10380,,,-3,,
1995,878,1,16,6,10440,,,-3,,
1996,878,1,8,6,10440,,,-3,,
1997,878,1,21,5,10440,,,-3,,
1998,879,1,335,9,10440,,,-3,,
1999,880,1,25,6,10440,,,-3,,
2000,880,1,10,3,10440,,,-3,,
2001,881,1,43,8,10440,,,-3,,
2002,882,1,143,10,10440,,,-3,,
2003,883,1,180,8,10500,,,-3,,
2004,883,1,372,5,10500,,,-3,,
2005,883,1,181,11,10500,,,-3,,
2006,883,1,99,11,10500,,,-3,,
2007,883,1,334,8,10500,,,-3,,
2008,883,1,59,3,10500,,,-3,,
2009,884,1,55,6,10500,,,-3,,
2010,884,1,169,5,10500,,,-3,,
2011,884,1,2,10,10500,,,-3,,
2012,884,1,25,6,10500,,,-3,,
2013,884,1,104,8,10500,,,-3,,
2014,885,1,5,6,10560,,,-3,,
2015,885,1,19,3,10560,,,-3,,
2016,886,1,29,4,10560,,,-3,,
2017,886,1,155,8,10560,,,-3,,
2018,887,1,0,8,10560,,,-3,,
2019,888,1,43,12,10560,,,-3,,
2020,888,1,379,3,10560,,,-3,,
2021,889,1,75,12,10560,,,-3,,
2022,889,1,25,6,10560,,,-3,,
2023,890,1,42,2,10560,,,-3,,
2024,890,1,211,2,10560,,,-3,,
2025,891,1,6,10,10560,,,-3,,
